GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,MultiDirectionalSimplex,7,173,0,8,2,42,1,13,1,9
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,PowellOptimizer.LineSearch.new UnivariateFunction() {...},0,49,0,2,0,6,0,3,0,2
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,PowellOptimizer.LineSearch,0,78,0,0,0,12,0,2,0,2
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,PowellOptimizer,22,401,4,32,3,89,4,22,0,8
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,CMAESOptimizer.PopulationSize,6,11,1,1,1,5,1,2,0,2
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,BOBYQAOptimizer,6893,0,624,0,1185,0,333,0,13,0
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,AbstractSimplex,98,379,13,41,14,75,14,27,1,13
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,CMAESOptimizer.FitnessFunction,43,136,7,13,9,27,5,11,1,5
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,CMAESOptimizer.Sigma,0,35,0,4,0,7,0,4,0,2
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,SimplexOptimizer.new MultivariateFunction() {...},0,11,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,SimplexOptimizer.new Comparator() {...},0,30,0,2,0,4,0,3,0,2
Commons Math,org.apache.commons.math3.optim.nonlinear.scalar.noderiv,CMAESOptimizer,201,2364,36,174,37,367,32,112,5,34
Commons Math,org.apache.commons.math3.optimization.general,AbstractLeastSquaresOptimizer,69,405,2,20,15,71,7,26,5,17
Commons Math,org.apache.commons.math3.optimization.general,NonLinearConjugateGradientOptimizer.LineSearchFunction,0,63,0,4,0,11,0,4,0,2
Commons Math,org.apache.commons.math3.optimization.general,LevenbergMarquardtOptimizer,92,2060,21,181,15,360,18,93,0,10
Commons Math,org.apache.commons.math3.optimization.general,NonLinearConjugateGradientOptimizer,31,335,7,27,8,65,8,16,2,5
Commons Math,org.apache.commons.math3.optimization.general,AbstractDifferentiableOptimizer,37,0,0,0,6,0,4,0,4,0
Commons Math,org.apache.commons.math3.optimization.general,NonLinearConjugateGradientOptimizer.IdentityPreconditioner,0,7,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math3.optimization.general,AbstractScalarDifferentiableOptimizer,3,28,0,0,1,7,1,4,1,4
Commons Math,org.apache.commons.math3.optimization.general,ConjugateGradientFormula,0,24,0,0,0,3,0,1,0,1
Commons Math,org.apache.commons.math3.optimization.general,GaussNewtonOptimizer,24,232,3,19,6,56,5,11,2,3
Commons Math,org.apache.commons.math3.optim,MaxIter,11,11,1,1,2,5,2,2,1,2
Commons Math,org.apache.commons.math3.optim,BaseMultivariateOptimizer,10,174,2,28,1,36,2,20,0,7
Commons Math,org.apache.commons.math3.optim,BaseOptimizer,4,98,0,6,1,25,1,12,1,9
Commons Math,org.apache.commons.math3.optim,BaseOptimizer.MaxIterCallback,6,0,0,0,1,0,1,0,1,0
Commons Math,org.apache.commons.math3.optim,BaseOptimizer.MaxEvalCallback,0,6,0,0,0,1,0,1,0,1
Commons Math,org.apache.commons.math3.optim,PointVectorValuePair,6,66,3,9,0,18,3,10,0,7
Commons Math,org.apache.commons.math3.optim,SimpleVectorValueChecker,0,83,0,12,0,21,0,9,0,3
Commons Math,org.apache.commons.math3.optim,MaxEval,11,11,1,1,2,5,2,2,1,2
Commons Math,org.apache.commons.math3.optim,PointValuePair,4,45,2,4,0,11,2,6,0,5
Commons Math,org.apache.commons.math3.optim,SimpleValueChecker,0,71,1,9,0,16,1,7,0,3
Commons Math,org.apache.commons.math3.optim,PointValuePair.DataTransferObject,0,20,0,0,0,5,0,2,0,2
Commons Math,org.apache.commons.math3.optim,AbstractConvergenceChecker,0,15,0,0,0,6,0,3,0,3
Commons Math,org.apache.commons.math3.optim,PointVectorValuePair.DataTransferObject,0,22,0,0,0,5,0,2,0,2
Commons Math,org.apache.commons.math3.optim,SimplePointChecker,0,85,2,10,0,21,2,7,0,3
Commons Math,org.apache.commons.math3.optim,InitialGuess,0,13,0,0,0,4,0,2,0,2
Commons Math,org.apache.commons.math3.optim,SimpleBounds,0,41,0,0,0,11,0,4,0,4
Commons Math,org.apache.commons.math3.optim,BaseMultiStartMultivariateOptimizer,14,219,4,30,3,51,4,17,0,4
Commons Math,org.apache.commons.math3.analysis.solvers,BaseSecantSolver,12,262,3,45,3,65,3,33,0,7
Commons Math,org.apache.commons.math3.analysis.solvers,AbstractDifferentiableUnivariateSolver,6,23,0,0,2,7,1,3,1,3
Commons Math,org.apache.commons.math3.analysis.solvers,BrentSolver,6,344,1,39,2,83,2,24,1,5
Commons Math,org.apache.commons.math3.analysis.solvers,NewtonRaphsonSolver,0,54,0,2,0,14,0,5,0,4
Commons Math,org.apache.commons.math3.analysis.solvers,LaguerreSolver.ComplexSolver,43,303,9,21,7,59,8,11,0,4
Commons Math,org.apache.commons.math3.analysis.solvers,SecantSolver,11,93,1,9,5,26,3,6,2,2
Commons Math,org.apache.commons.math3.analysis.solvers,MullerSolver2,19,238,5,15,6,49,6,8,1,3
Commons Math,org.apache.commons.math3.analysis.solvers,RiddersSolver,13,166,4,12,6,46,5,7,1,3
Commons Math,org.apache.commons.math3.analysis.solvers,AbstractUnivariateDifferentiableSolver,6,28,0,0,2,7,1,3,1,3
Commons Math,org.apache.commons.math3.analysis.solvers,BracketingNthOrderBrentSolver,4,662,1,65,1,131,1,43,0,9
Commons Math,org.apache.commons.math3.analysis.solvers,AbstractUnivariateSolver,0,15,0,0,0,6,0,3,0,3
Commons Math,org.apache.commons.math3.analysis.solvers,IllinoisSolver,18,5,0,0,6,2,3,1,3,1
Commons Math,org.apache.commons.math3.analysis.solvers,AbstractPolynomialSolver,11,19,0,0,4,6,2,3,2,3
Commons Math,org.apache.commons.math3.analysis.solvers,UnivariateSolverUtils,157,283,23,39,30,56,16,26,0,11
Commons Math,org.apache.commons.math3.analysis.solvers,BisectionSolver,5,57,0,4,2,17,1,5,1,3
Commons Math,org.apache.commons.math3.analysis.solvers,BaseAbstractUnivariateSolver,4,150,0,0,1,44,1,21,1,21
Commons Math,org.apache.commons.math3.analysis.solvers,LaguerreSolver,85,144,8,8,16,28,9,7,3,5
Commons Math,org.apache.commons.math3.analysis.solvers,BaseSecantSolver.Method,0,34,0,0,0,4,0,1,0,1
Commons Math,org.apache.commons.math3.analysis.solvers,AllowedSolution,0,54,0,0,0,6,0,1,0,1
Commons Math,org.apache.commons.math3.analysis.solvers,NewtonSolver,0,46,0,2,0,12,0,5,0,4
Commons Math,org.apache.commons.math3.analysis.solvers,PegasusSolver,5,18,0,0,2,6,1,3,1,3
Commons Math,org.apache.commons.math3.analysis.solvers,MullerSolver,11,320,5,31,5,59,6,17,1,4
Commons Math,org.apache.commons.math3.analysis.solvers,RegulaFalsiSolver,18,5,0,0,6,2,3,1,3,1
Commons Math,org.apache.commons.math3.optim.nonlinear.vector,Weight,20,13,2,0,6,4,2,2,1,2
Commons Math,org.apache.commons.math3.optim.nonlinear.vector,MultivariateVectorOptimizer,0,96,0,10,0,25,0,13,0,8
Commons Math,org.apache.commons.math3.optim.nonlinear.vector,Target,0,13,0,0,0,4,0,2,0,2
Commons Math,org.apache.commons.math3.optim.nonlinear.vector,JacobianMultivariateVectorOptimizer,0,42,0,4,0,10,0,6,0,4
Commons Math,org.apache.commons.math3.optim.nonlinear.vector,ModelFunction,0,9,0,0,0,4,0,2,0,2
Commons Math,org.apache.commons.math3.optim.nonlinear.vector,ModelFunctionJacobian,0,9,0,0,0,4,0,2,0,2
Commons Math,org.apache.commons.math3.optim.nonlinear.vector,MultiStartMultivariateVectorOptimizer,0,41,0,0,0,11,0,5,0,5
Commons Math,org.apache.commons.math3.optim.nonlinear.vector,MultiStartMultivariateVectorOptimizer.new Comparator() {...},8,53,4,2,2,10,3,3,0,3
Commons Math,org.apache.commons.math3.optim.univariate,UnivariatePointValuePair,0,15,0,0,0,6,0,3,0,3
Commons Math,org.apache.commons.math3.optim.univariate,SearchInterval,19,43,3,3,2,12,3,5,0,5
Commons Math,org.apache.commons.math3.optim.univariate,BracketFinder,80,324,16,30,17,76,17,18,5,7
Commons Math,org.apache.commons.math3.optim.univariate,MultiStartUnivariateOptimizer.new Comparator() {...},6,33,3,5,1,8,3,3,0,2
Commons Math,org.apache.commons.math3.optim.univariate,UnivariateOptimizer,0,84,0,8,0,24,0,12,0,8
Commons Math,org.apache.commons.math3.optim.univariate,MultiStartUnivariateOptimizer,13,213,2,18,2,50,2,14,0,6
Commons Math,org.apache.commons.math3.optim.univariate,BrentOptimizer,23,470,5,69,6,117,5,37,0,5
Commons Math,org.apache.commons.math3.optim.univariate,UnivariateObjectiveFunction,0,9,0,0,0,4,0,2,0,2
Commons Math,org.apache.commons.math3.optim.univariate,SimpleUnivariateValueChecker,0,67,2,8,0,16,2,6,0,3
Commons Math,org.apache.commons.math3.ml.distance,ChebyshevDistance,0,7,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math3.ml.distance,EuclideanDistance,0,7,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math3.ml.distance,ManhattanDistance,0,7,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math3.ml.distance,CanberraDistance,0,50,0,6,0,7,0,5,0,2
Commons Math,org.apache.commons.math3.ode.events,Transformer.new Transformer() {...},0,8,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math3.ode.events,Transformer.new Transformer() {...},0,8,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math3.ode.events,Transformer.new Transformer() {...},0,14,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math3.ode.events,Transformer.new Transformer() {...},0,9,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math3.ode.events,Transformer.new Transformer() {...},0,13,0,0,0,2,0,2,0,2
Commons Math,org.apache.commons.math3.ode.events,Transformer,0,54,0,0,0,6,0,1,0,1
Commons Math,org.apache.commons.math3.ode.events,FilterType,0,24,0,0,0,3,0,1,0,1
Commons Math,org.apache.commons.math3.ode.events,EventFilter,24,237,2,20,4,42,3,13,1,4
Commons Math,org.apache.commons.math3.ode.events,FilterType.new FilterType() {...},8,112,2,36,2,39,2,24,0,3
Commons Math,org.apache.commons.math3.ode.events,FilterType.new FilterType() {...},8,112,2,36,2,39,2,24,0,3
Commons Math,org.apache.commons.math3.ode.events,EventState,53,452,10,48,9,93,12,28,3,8
Commons Math,org.apache.commons.math3.ode.events,EventState.new UnivariateFunction() {...},6,22,0,0,2,3,0,2,0,2
Commons Math,org.apache.commons.math3.ode.events,EventHandler.Action,0,44,0,0,0,5,0,1,0,1
Commons Math,org.apache.commons.math3.ode.events,EventState.LocalMaxCountExceededException,9,0,0,0,4,0,2,0,2,0
